@lat	@lon	addr:housenumber	addr:street
37.8712609	-122.2863629	1338	Hearst Avenue
37.8718346	-122.2835366	1421	Hearst Avenue
37.8720022	-122.2824648	1439	Hearst Avenue
37.8716735	-122.2846577	1399	Hearst Avenue
37.8713722	-122.2853373	1362	Hearst Avenue
37.8712456	-122.2865272	1300	Hearst Avenue
37.8716791	-122.2844114	1401	Hearst Avenue
37.8719619	-122.2828811	1433	Hearst Avenue
37.8714286	-122.2864989	1301	Hearst Avenue
37.8715674	-122.2830428	1430	Hearst Avenue
37.8715471	-122.2855447	1359	Hearst Avenue
37.8712086	-122.2869080	1290	Hearst Avenue
37.8715534	-122.2857857	1351	Hearst Avenue
37.8713470	-122.2857344	1352	Hearst Avenue
37.8715040	-122.2842576	1402	Hearst Avenue
37.8716480	-122.2848020	1393	Hearst Avenue
37.8713827	-122.2869525	1299	Hearst Avenue
37.8714707	-122.2862380	1339	Hearst Avenue
37.8710076	-122.2881293	1901	Chestnut Street
37.8707468	-122.2906480	1145	Hearst Avenue
37.8706512	-122.2913500	1131	Hearst Avenue
37.8706201	-122.2917326	1123	Hearst Avenue
37.8708147	-122.2902216	1173	Hearst Avenue
37.8706784	-122.2897888	1198	Hearst Avenue
37.8710818	-122.2891998	1241	Hearst Avenue
37.8706440	-122.2901554	1164	Hearst Avenue
37.8712986	-122.2876163	1275	Hearst Avenue
37.8708538	-122.2891584	1238	Hearst Avenue
37.8713910	-122.2872456	1281	Hearst Avenue
37.8710700	-122.2875880	1270	Hearst Avenue
37.8706417	-122.2915523	1129	Hearst Avenue
37.8708317	-122.2895946	1901	Curtis Street
37.8722707	-122.2791299	1638	Hearst Avenue
37.8722358	-122.2794847	1624	Hearst Avenue
37.8722523	-122.2796667	1622	Hearst Avenue
37.8745232	-122.2651148	2255	Hearst Avenue
37.8743814	-122.2656555	2235	Hearst Avenue
37.8746694	-122.2645920	2283	Hearst Avenue
37.8745568	-122.2647456	2267	Hearst Avenue
37.8758716	-122.2631561	2369	Le Conte Avenue
37.8753103	-122.2634822	2317	Le Conte Avenue
37.8752533	-122.2631570	2340	Le Conte Avenue
37.8754316	-122.2633715	2321	Le Conte Avenue
37.8748089	-122.2636234	2300	Le Conte Avenue
37.8749503	-122.2634982	2320	Le Conte Avenue
37.8756508	-122.2633433	2357	Le Conte Avenue
37.8750402	-122.2634183	2326	Le Conte Avenue
37.8757728	-122.2631242	2365	Le Conte Avenue
37.8287770	-122.2602191	420	40th Street
37.8703804	-122.2834461	1459	University Avenue
37.8912282	-122.2865109	893	Neilson Street
37.8795285	-122.2977033	1313	Ninth Street
37.8813618	-122.2892870	1313	Gilman Street
37.8905483	-122.2965560	1187	Solano Avenue
37.8918726	-122.2798134	895	Colusa Avenue
37.8914923	-122.2799993	898	Colusa Avenue
37.8917685	-122.2800589	884	Colusa Avenue
37.8923716	-122.2783915	1850	Catalina Avenue
37.8925454	-122.2779598	1868	Catalina Avenue
37.8913182	-122.2843480	1611	Solano Avenue
37.8911531	-122.2864555	1535	Solano Avenue
37.8910679	-122.2870010	1519	Solano Avenue
37.8910774	-122.2821330	1702	Solano Avenue
37.8910557	-122.2822550	1700	Solano Avenue
37.8910890	-122.2815268	1740	Solano Avenue
37.8908033	-122.2921150	1313	Solano Avenue
37.8904434	-122.2983580	1111	Solano Avenue
37.8622089	-122.2776281	1621	Blake Street
37.8615214	-122.2806304	2517A	Sacramento Street
37.8619377	-122.2772440	1629	Blake Street
37.8620170	-122.2772280	1631	Blake Street
37.8651962	-122.2678295	2430	Shattuck Avenue
37.8505796	-122.2525551	6311	College Avenue
37.8700138	-122.3014402	1788	Fourth Street
37.8679098	-122.2596413	2435	Durant Avenue
37.8657116	-122.2583746	2465	Telegraph Avenue
37.8653037	-122.2582834	2493	Telegraph Avenue
37.8691174	-122.2782226	2125	Jefferson Avenue
37.8626066	-122.2723049	1843	Blake Street
37.8626449	-122.2692950	2004	Blake Street
37.8626063	-122.2695108	2000	Blake Street
37.8625486	-122.2694130	2002	Blake Street
37.8629505	-122.2693487	2011	Blake Street
37.8629157	-122.2695660	2001	Blake Street
37.8625735	-122.2692099	2006	Blake Street
37.8608483	-122.2786005	1545	Parker Street
37.8583547	-122.2776556	2721	California Street
37.8586005	-122.2776534	2707	California Street
37.8586809	-122.2777506	2705	California Street
37.8615031	-122.2784198	2529	California Street
37.8667624	-122.2895664	1137	Allston Way
37.8669243	-122.2883228	1215	Allston Way
37.8667817	-122.2894458	1139	Allston Way
37.8668704	-122.2887169	1203	Allston Way
37.8666332	-122.2904624	1125	Allston Way
37.8669180	-122.2881883	1219	Allston Way
37.8669096	-122.2884753	1211	Allston Way
37.8667840	-122.2893420	1141	Allston Way
37.8667504	-122.2896975	1133	Allston Way
37.8668898	-122.2885814	1207	Allston Way
37.8691919	-122.2794153	2109	California Street
37.8687130	-122.2793487	2131	California Street
37.8693431	-122.2794707	2105	California Street
37.8685020	-122.2793213	2145	California Street
37.8694027	-122.2793995	2103	California Street
37.8684160	-122.2793229	2147	California Street
37.8685486	-122.2794022	2143	California Street
37.8688198	-122.2793781	2125	California Street
37.8692831	-122.2793998	2107	California Street
37.8699281	-122.2795615	2091	California Street
37.8689393	-122.2793757	2123	California Street
37.8685994	-122.2793248	2135	California Street
37.8826560	-122.2563871	2850	Buena Vista Way
37.8757113	-122.2736314	1708	Martin Luther King Junior Way
37.8643953	-122.2793232	2350	California Street
37.8638542	-122.2793664	2408	California Street
37.8644994	-122.2793393	2340	California Street
37.8639878	-122.2793928	2406	California Street
37.8280332	-122.2566126	4027	Broadway
37.8905515	-122.2966696	1183	Solano Avenue
37.8607358	-122.2896870	2506	San Pablo Avenue
37.8716071	-122.2713928	1966	University Avenue
37.8986450	-122.2973370	400	Evelyn Avenue
37.8565641	-122.2528850	2979	College Avenue
37.8566263	-122.2528290	2977	College Avenue
37.8793396	-122.2752786	1820	Vine Street
37.8793206	-122.2754623	1816	Vine Street
37.8793301	-122.2753765	1818	Vine Street
37.8787543	-122.2854126	1452	Acton Street
37.8787394	-122.2855467	1396	Ada Street
37.8899042	-122.2519782	1201	Grizzly Peak Boulevard
37.8805970	-122.2446195	7	Gauss Way
37.8574372	-122.2529710	2949	College Avenue
37.8573949	-122.2528970	2951	College Avenue
37.8550518	-122.2481170	2842	Prince Street
37.8658675	-122.2584297	2455	Telegraph Avenue
37.8666729	-122.2585762	2401	Telegraph Avenue
37.8634857	-122.2589014	2590	Telegraph Avenue
37.8645353	-122.2561530	2515	Hillegass Avenue
37.8513330	-122.2600310	6510	Telegraph Avenue
37.8518069	-122.2605728	6547	Telegraph Avenue
37.8531372	-122.2598306	3115	Telegraph Avenue
37.8682778	-122.2592721	2312	Telegraph Avenue
37.8288875	-122.2813470	3839	Emery Street
37.8290119	-122.2809570	3839	Emery Street
37.8340066	-122.2827621	1172	45th Street
37.8304833	-122.2812210	3997	Emery Street
37.8307470	-122.2802570	1151	40th Street
37.8288294	-122.2818131	3839	Emery Street
37.8306849	-122.2806220	1199	40th Street
37.8284149	-122.2837485	3838	Hollis Street
37.8280951	-122.2855624	3535	Hollis Street
37.8294901	-122.2802443	3889	San Pablo Avenue
37.8649731	-122.2910710	2238	San Pablo Avenue
37.8659439	-122.2913839	2210	San Pablo Avenue
37.8674269	-122.2913032	2121	San Pablo Avenue
37.8688781	-122.2923144	2000	San Pablo Avenue
37.8817505	-122.2823201	1549	Hopkins Street
37.8256859	-122.2526870	17	Glen Avenue
37.8752639	-122.2597825	2503	Hearst Avenue
37.8560136	-122.2925170	904	Pardee Street
37.8561071	-122.2920626	920	Pardee Street
37.8707282	-122.2673600	2121	Center Street
37.8338542	-122.2925114	5609	Bay Street
37.8691827	-122.2684876	2086	Allston Way
37.8937119	-122.2997631	665	San Pablo Avenue
37.8940540	-122.2998900	635	San Pablo Avenue
37.8903830	-122.2992038	862	San Pablo Avenue
37.8899224	-122.2986460	913	San Pablo Avenue
37.8992960	-122.3085160	3288A	Pierce Street
37.8906862	-122.2858710	1538	Solano Avenue
37.8911099	-122.2865070	1533	Solano Avenue
37.8913078	-122.2832424	1653	Solano Avenue
37.8694632	-122.2662830	2150	Allston Way
37.8880249	-122.2929685	1249	Marin Avenue
37.8778461	-122.3030490	1335	Fourth Street
37.8794771	-122.3015870	1290	Sixth Street
37.8911975	-122.2932896	842	Key Route Boulevard
37.9038131	-122.2915571	7512	Fairmount Avenue
37.8261291	-122.2525833	4060	Piedmont Avenue
37.8811298	-122.2958194	1233	San Pablo Avenue
37.8173889	-122.2633856	2869	Broadway
37.8189247	-122.2852970	1255	26th Street
37.8686451	-122.3024208	1831	Second Street
37.8552193	-122.2693258	2966	Adeline Street
37.8331453	-122.2931729	5603	Bay Street
37.8681274	-122.2579804	2521	Durant Avenue
37.8681193	-122.2580961	2519	Durant Avenue
37.8515721	-122.2926050	795	Potter Street
37.8822502	-122.2693789	1385	Shattuck Avenue
37.8337294	-122.2494647	5132	Broadway
37.8338643	-122.2493462	5132	Broadway
